Id,Date,Thread,Level,Logger,Message,Exception,Application,CorrelationId,CallingMethod,User,PercentProcessorTime,AvailableMemoryMB
15773,2017-08-14 15:08:15.990,TestRunnerThread,INFO,Matarisvan.IntegrationTests.Infrastructure.LogTests,INTEGRATION TESTING: Something happened.,,App Integration Tests,1E377F7E-03BA-45B6-B1DE-8E131D62CCE5,Matarisvan.IntegrationTests.Infrastructure.LogTests.ShouldLogInfoMessage,DOMAIN\morrisda,"18,23136",7153
15772,2017-08-14 15:08:15.253,TestRunnerThread,INFO,Matarisvan.IntegrationTests.Infrastructure.LogTests,INTEGRATION TESTING: It ended.,,App Integration Tests,1E377F7E-03BA-45B6-B1DE-8E131D62CCE5,Matarisvan.IntegrationTests.Infrastructure.LogTests.ShouldPreAndPostInfoWithResult,DOMAIN\morrisda,"20,09576",7155
15771,2017-08-14 15:08:14.080,TestRunnerThread,INFO,Matarisvan.IntegrationTests.Infrastructure.LogTests,INTEGRATION TESTING: It started.,,App Integration Tests,1E377F7E-03BA-45B6-B1DE-8E131D62CCE5,Matarisvan.IntegrationTests.Infrastructure.LogTests.ShouldPreAndPostInfoWithResult,DOMAIN\morrisda,"20,09576",7155
15770,2017-08-14 15:08:13.347,TestRunnerThread,INFO,Matarisvan.IntegrationTests.Infrastructure.LogTests,INTEGRATION TESTING: It ended.,,App Integration Tests,AA2C095B-D1A8-4E29-A635-D0EE25232790,Matarisvan.IntegrationTests.Infrastructure.LogTests.ShouldPreAndPostInfoWithoutResult,DOMAIN\morrisda,"73,1929",7163
15769,2017-08-14 15:08:12.667,TestRunnerThread,INFO,Matarisvan.IntegrationTests.Infrastructure.LogTests,INTEGRATION TESTING: It started.,,App Integration Tests,AA2C095B-D1A8-4E29-A635-D0EE25232790,Matarisvan.IntegrationTests.Infrastructure.LogTests.ShouldPreAndPostInfoWithoutResult,DOMAIN\morrisda,"73,1929",7163
15768,2017-08-14 15:08:12.613,TestRunnerThread,ERROR,Matarisvan.IntegrationTests.Infrastructure.LogTests,Error occurred: 'INTEGRATION TESTING: It ended.',"System.Exception: INTEGRATION TESTING: Error occurred.    at Matarisvan.IntegrationTests.Infrastructure.LogTests.LogInfo_Action_String.<>c.<ShouldLogException>b__1_0() in C:\Dev\App\Matarisvan.IntegrationTests\Infrastructure\LogTests.cs:line 48    at Matarisvan.Infrastructure.Logging.Log.LogAny[T,TResult](Level level, String message, Nullable`1 correlationId, String callingMethod, Action taskA, Func`1 taskF, String postMsg, Exception exception) in C:\Dev\App\Matarisvan.Infrastructure\Logging\Log.cs:line 133",App Integration Tests,NULL,Matarisvan.IntegrationTests.Infrastructure.LogTests.ShouldLogException,DOMAIN\morrisda,0,7164
15767,2017-08-14 15:08:12.597,TestRunnerThread,INFO,Matarisvan.IntegrationTests.Infrastructure.LogTests,INTEGRATION TESTING: It started.,,App Integration Tests,NULL,Matarisvan.IntegrationTests.Infrastructure.LogTests.ShouldLogException,DOMAIN\morrisda,0,7164
15766,2017-08-14 15:08:08.843,7,INFO,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController,NonGlobalCompaniesController.GetByClient End,,App Web Back-end,02308FC5-A0D1-4435-89E7-36C692A0B412,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController.GetByClient,,"23,06812",7329
15765,2017-08-14 15:07:51.337,7,INFO,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController,NonGlobalCompaniesController.GetByClient Start,,App Web Back-end,02308FC5-A0D1-4435-89E7-36C692A0B412,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController.GetByClient,,"23,06812",7329
15764,2017-08-14 15:07:51.320,8,INFO,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController,NonGlobalCompaniesController.GetByClient End,,App Web Back-end,6443B5CF-6203-4AC6-9A7B-C7867B0300C4,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController.GetByClient,,"37,29263",7454
15763,2017-08-14 15:07:33.787,8,INFO,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController,NonGlobalCompaniesController.GetByClient Start,,App Web Back-end,6443B5CF-6203-4AC6-9A7B-C7867B0300C4,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController.GetByClient,,"37,29263",7454
15762,2017-08-14 15:07:33.763,7,INFO,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController,NonGlobalCompaniesController.GetByClient End,,App Web Back-end,44593D8D-D8C8-4265-BB64-37ABD0EEDACB,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController.GetByClient,,"38,84472",7371
15761,2017-08-14 15:07:16.293,7,INFO,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController,NonGlobalCompaniesController.GetByClient Start,,App Web Back-end,44593D8D-D8C8-4265-BB64-37ABD0EEDACB,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController.GetByClient,,"38,84472",7371
15760,2017-08-14 15:07:16.243,16,INFO,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController,NonGlobalCompaniesController.GetByClient End,,App Web Back-end,BBFA6CED-FF03-457F-A998-417D70D0C41D,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController.GetByClient,,"14,69072",7373
15759,2017-08-14 15:06:56.927,16,INFO,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController,NonGlobalCompaniesController.GetByClient Start,,App Web Back-end,BBFA6CED-FF03-457F-A998-417D70D0C41D,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController.GetByClient,,"14,69072",7373
15758,2017-08-14 15:06:56.857,18,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching non-global subsidiaries for institution '10668015' & client '1447486457',,App Web Back-end,095E28A3-E69A-4B1F-B30B-ED046A0DF21D,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"19,3861",7373
15757,2017-08-14 15:06:56.583,18,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,095E28A3-E69A-4B1F-B30B-ED046A0DF21D,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"19,3861",7373
15756,2017-08-14 15:06:55.657,18,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"ClientId '1447486457', institutionId '10668015', relatedClients 1447486457",,App Web Back-end,095E28A3-E69A-4B1F-B30B-ED046A0DF21D,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.Get,,"10,50393",7373
15755,2017-08-14 15:06:51.640,18,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching non-global subsidiaries for institution '10668015' & client '1447486457',,App Web Back-end,095E28A3-E69A-4B1F-B30B-ED046A0DF21D,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController.GetByInstitutionAndClient,,"6,693555",7364
15754,2017-08-14 15:06:51.630,17,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching non-global subsidiaries for institution '10668015' & client '1447486457',,App Web Back-end,6A8E175A-C829-47D0-9DA0-31AD4F1F41AF,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"19,54632",7364
15753,2017-08-14 15:06:51.357,17,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,6A8E175A-C829-47D0-9DA0-31AD4F1F41AF,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"19,54632",7364
15752,2017-08-14 15:06:50.433,17,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"ClientId '1447486457', institutionId '10668015', relatedClients 1447486457",,App Web Back-end,6A8E175A-C829-47D0-9DA0-31AD4F1F41AF,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.Get,,"12,207",7363
15751,2017-08-14 15:06:46.440,17,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching non-global subsidiaries for institution '10668015' & client '1447486457',,App Web Back-end,6A8E175A-C829-47D0-9DA0-31AD4F1F41AF,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController.GetByInstitutionAndClient,,"5,274096",7364
15750,2017-08-14 15:06:46.427,7,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching non-global subsidiaries for institution '10668015' & client '1447486457',,App Web Back-end,29BE58CB-E59B-4785-B275-CCB577F3B230,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"18,09915",7364
15749,2017-08-14 15:06:46.150,7,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,29BE58CB-E59B-4785-B275-CCB577F3B230,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"18,09915",7364
15748,2017-08-14 15:06:45.227,7,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"ClientId '1447486457', institutionId '10668015', relatedClients 1447486457",,App Web Back-end,29BE58CB-E59B-4785-B275-CCB577F3B230,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.Get,,"9,866001",7364
15747,2017-08-14 15:06:41.620,7,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching non-global subsidiaries for institution '10668015' & client '1447486457',,App Web Back-end,29BE58CB-E59B-4785-B275-CCB577F3B230,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController.GetByInstitutionAndClient,,"10,56383",7368
15746,2017-08-14 15:06:40.457,17,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient End,,App Web Back-end,19E13EBF-BE11-4C30-957C-8C71859C2965,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,,"10,01896",7467
15745,2017-08-14 15:06:11.053,17,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient Start,,App Web Back-end,19E13EBF-BE11-4C30-957C-8C71859C2965,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,,"10,01896",7467
15744,2017-08-14 15:06:10.813,17,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient End,,App Web Back-end,C9C38D1B-02D0-4331-8D5F-86D3BB440BC1,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,,"17,17963",7501
15743,2017-08-14 15:05:40.830,17,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient Start,,App Web Back-end,C9C38D1B-02D0-4331-8D5F-86D3BB440BC1,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,,"17,17963",7501
15742,2017-08-14 15:05:40.660,17,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient End,,App Web Back-end,BBE94C7A-AF83-4113-9B7E-BC6B97739F72,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,,"11,87078",7552
15741,2017-08-14 15:05:10.307,17,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient Start,,App Web Back-end,BBE94C7A-AF83-4113-9B7E-BC6B97739F72,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,,"11,87078",7552
15740,2017-08-14 15:05:10.070,7,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient End,,App Web Back-end,079D9D60-91F8-4378-A3C5-012D963A2F74,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,,"26,11649",7408
15739,2017-08-14 15:04:34.637,7,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient Start,,App Web Back-end,079D9D60-91F8-4378-A3C5-012D963A2F74,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,,"26,11649",7408
15738,2017-08-14 15:04:34.563,9,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching global subsidiaries for institution '1295' & client '1447485087',,App Web Back-end,80DAD812-7F26-4963-BA87-CA93DAA670EC,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"15,68657",7796
15737,2017-08-14 15:03:20.250,9,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,80DAD812-7F26-4963-BA87-CA93DAA670EC,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"15,68657",7796
15736,2017-08-14 15:03:17.377,9,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,80DAD812-7F26-4963-BA87-CA93DAA670EC,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"20,5147",7807
15735,2017-08-14 15:03:15.000,9,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,80DAD812-7F26-4963-BA87-CA93DAA670EC,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"68,73214",7832
15734,2017-08-14 15:03:14.060,9,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"ClientId '1447485087', institutionId '1295', relatedClients 1447485087 1447485088 1447486415 1447486416",,App Web Back-end,80DAD812-7F26-4963-BA87-CA93DAA670EC,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.Get,,"92,81489",7881
15733,2017-08-14 15:03:10.200,9,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching global subsidiaries for institution '1295' & client '1447485087',,App Web Back-end,80DAD812-7F26-4963-BA87-CA93DAA670EC,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController.GetByInstitutionAndClient,,"31,06425",8314
15732,2017-08-14 15:03:10.163,12,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching global subsidiaries for institution '1295' & client '1447485087',,App Web Back-end,6057F38B-BEC9-401F-A9A8-466480D8FC53,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"37,57952",8396
15731,2017-08-14 15:01:50.827,12,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,6057F38B-BEC9-401F-A9A8-466480D8FC53,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"37,57952",8396
15730,2017-08-14 15:01:47.127,12,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,6057F38B-BEC9-401F-A9A8-466480D8FC53,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"11,34265",8387
15729,2017-08-14 15:01:44.187,12,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,6057F38B-BEC9-401F-A9A8-466480D8FC53,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"1,889",8389
15728,2017-08-14 15:01:43.253,12,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"ClientId '1447485087', institutionId '1295', relatedClients 1447485087 1447485088 1447486415 1447486416",,App Web Back-end,6057F38B-BEC9-401F-A9A8-466480D8FC53,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.Get,,"18,11714",8389
15727,2017-08-14 15:01:39.270,12,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching global subsidiaries for institution '1295' & client '1447485087',,App Web Back-end,6057F38B-BEC9-401F-A9A8-466480D8FC53,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController.GetByInstitutionAndClient,,"22,34188",8393
15726,2017-08-14 15:01:39.193,8,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching global subsidiaries for institution '1295' & client '1447485087',,App Web Back-end,5F67F1A0-A3A9-4276-B7FA-464917A2EEE6,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"15,91431",7164
15725,2017-08-14 15:00:16.050,8,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,5F67F1A0-A3A9-4276-B7FA-464917A2EEE6,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"15,91431",7164
15724,2017-08-14 15:00:12.633,8,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,5F67F1A0-A3A9-4276-B7FA-464917A2EEE6,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"21,88046",7160
15723,2017-08-14 15:00:09.857,8,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,5F67F1A0-A3A9-4276-B7FA-464917A2EEE6,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"29,11549",7159
15722,2017-08-14 15:00:08.853,8,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"ClientId '1447485087', institutionId '1295', relatedClients 1447485087 1447485088 1447486415 1447486416",,App Web Back-end,5F67F1A0-A3A9-4276-B7FA-464917A2EEE6,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.Get,,"40,99826",7161
15721,2017-08-14 15:00:04.583,8,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching global subsidiaries for institution '1295' & client '1447485087',,App Web Back-end,5F67F1A0-A3A9-4276-B7FA-464917A2EEE6,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController.GetByInstitutionAndClient,,"33,8765",7123
15720,2017-08-14 14:59:28.747,12,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient End,,App Web Back-end,235F5686-FB78-465F-B751-D19A8A0F5397,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,dmorris@matarisvan.co,0,6947
15719,2017-08-14 14:57:52.590,12,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient Start,,App Web Back-end,235F5686-FB78-465F-B751-D19A8A0F5397,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,dmorris@matarisvan.co,0,6947
15718,2017-08-14 14:54:48.073,7,ERROR,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,Error occurred: 'GlobalCompaniesController.GetByClient End',"System.NotSupportedException: LINQ to Entities does not recognize the method 'Matarisvan.Domain.Entities.Aggregates.ClientInstitutionBlock ToClientInstitutionBlock(Matarisvan.Domain.Entities.InstitutionExclusionInclusionBlock)' method, and this method cannot be translated into a store expression.    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.DefaultTranslator.Translate(ExpressionConverter parent, MethodCallExpression call)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.TypedTranslate(ExpressionConverter parent, MethodCallExpression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.TranslateExpression(Expression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.TranslateLambda(LambdaExpression lambda, DbExpression input)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.OneLambdaTranslator.Translate(ExpressionConverter parent, MethodCallExpression call, DbExpression& source, DbExpressionBinding& sourceBinding, DbExpression& lambda)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.SelectTranslator.Translate(ExpressionConverter parent, MethodCallExpression call)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.TypedTranslate(ExpressionConverter parent, MethodCallExpression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.TranslateExpression(Expression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.OneLambdaTranslator.Translate(ExpressionConverter parent, MethodCallExpression call, DbExpression& source, DbExpressionBinding& sourceBinding, DbExpression& lambda)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.SelectTranslator.Translate(ExpressionConverter parent, MethodCallExpression call)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.TypedTranslate(ExpressionConverter parent, MethodCallExpression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.TranslateExpression(Expression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.UnaryTranslator.TypedTranslate(ExpressionConverter parent, UnaryExpression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.TranslateExpression(Expression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.OneLambdaTranslator.Translate(ExpressionConverter parent, MethodCallExpression call, DbExpression& source, DbExpressionBinding& sourceBinding, DbExpression& lambda)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.OneLambdaTranslator.Translate(ExpressionConverter parent, MethodCallExpression call)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.TypedTranslate(ExpressionConverter parent, MethodCallExpression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.TranslateExpression(Expression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.BinaryTranslator.TypedTranslate(ExpressionConverter parent, BinaryExpression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.TranslateExpression(Expression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.BinaryTranslator.TypedTranslate(ExpressionConverter parent, BinaryExpression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.TranslateExpression(Expression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.TranslateLambda(LambdaExpression lambda, DbExpression input)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.OneLambdaTranslator.Translate(ExpressionConverter parent, MethodCallExpression call, DbExpression& source, DbExpressionBinding& sourceBindi",App Web Back-end,367CF16E-268F-40E5-B9D5-42F8B302E742,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,dmorris@matarisvan.co,"47,20089",6566
15717,2017-08-14 14:54:08.703,7,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient Start,,App Web Back-end,367CF16E-268F-40E5-B9D5-42F8B302E742,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,dmorris@matarisvan.co,"47,20089",6566
15716,2017-08-14 14:53:55.073,7,ERROR,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,Error occurred: 'GlobalCompaniesController.GetByClient End',"System.NotSupportedException: LINQ to Entities does not recognize the method 'Matarisvan.Domain.Entities.Aggregates.ClientInstitutionBlock ToClientInstitutionBlock(Matarisvan.Domain.Entities.InstitutionExclusionInclusionBlock)' method, and this method cannot be translated into a store expression.    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.DefaultTranslator.Translate(ExpressionConverter parent, MethodCallExpression call)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.TypedTranslate(ExpressionConverter parent, MethodCallExpression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.TranslateExpression(Expression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.TranslateLambda(LambdaExpression lambda, DbExpression input)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.OneLambdaTranslator.Translate(ExpressionConverter parent, MethodCallExpression call, DbExpression& source, DbExpressionBinding& sourceBinding, DbExpression& lambda)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.SelectTranslator.Translate(ExpressionConverter parent, MethodCallExpression call)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.TypedTranslate(ExpressionConverter parent, MethodCallExpression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.TranslateExpression(Expression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.OneLambdaTranslator.Translate(ExpressionConverter parent, MethodCallExpression call, DbExpression& source, DbExpressionBinding& sourceBinding, DbExpression& lambda)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.SelectTranslator.Translate(ExpressionConverter parent, MethodCallExpression call)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.TypedTranslate(ExpressionConverter parent, MethodCallExpression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.TranslateExpression(Expression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.UnaryTranslator.TypedTranslate(ExpressionConverter parent, UnaryExpression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.TranslateExpression(Expression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.OneLambdaTranslator.Translate(ExpressionConverter parent, MethodCallExpression call, DbExpression& source, DbExpressionBinding& sourceBinding, DbExpression& lambda)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.OneLambdaTranslator.Translate(ExpressionConverter parent, MethodCallExpression call)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.TypedTranslate(ExpressionConverter parent, MethodCallExpression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.TranslateExpression(Expression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.BinaryTranslator.TypedTranslate(ExpressionConverter parent, BinaryExpression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.TranslateExpression(Expression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.BinaryTranslator.TypedTranslate(ExpressionConverter parent, BinaryExpression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.TranslateExpression(Expression linq)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.TranslateLambda(LambdaExpression lambda, DbExpression input)    at System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.OneLambdaTranslator.Translate(ExpressionConverter parent, MethodCallExpression call, DbExpression& source, DbExpressionBinding& sourceBindi",App Web Back-end,82FF5500-9415-4F55-81AD-AD8C8380B9DB,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,dmorris@matarisvan.co,0,6686
15715,2017-08-14 14:53:36.993,7,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient Start,,App Web Back-end,82FF5500-9415-4F55-81AD-AD8C8380B9DB,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,dmorris@matarisvan.co,0,6686
